date,open,high,low,close,volume,return,target,sma,ema,rsi,STOCHk_14_3_3,STOCHd_14_3_3,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,cci,adosc,roc,mom
2005-03-23,42.45,43.4,42.02,42.55,21779400.0,-0.0065374737333644,0,41.685,43.41107208300769,29.28106618098123,74.80705499109386,71.39557453970377,-7.354284929526479,0.7506182681496014,-8.10490319767608,57.38380074524392,-4308225.409371793,8.132147395171526,3.1999999999999957
2005-03-24,42.95,43.0,42.5,42.5,12596600.0,-0.0011750881316098,0,41.952000000000005,43.245422613369925,29.21851209722845,71.81963562658932,73.07689190894347,-6.953250471273456,0.9213221811220995,-7.874572652395556,57.13172252533139,-9124660.010195412,6.703489831785091,2.6700000000000017
2005-03-28,42.75,42.96,42.47,42.53,9836100.0,0.0007058823529411,1,42.178,43.115345774575395,29.31608412172784,71.91958495460442,72.84875852409589,-6.557417200889766,1.0537243612046323,-7.6111415620943985,57.346684992473484,-12628723.904410705,5.612118202135579,2.259999999999998
2005-03-29,42.56,42.83,41.5,41.75,16477000.0,-0.0183399952974371,0,42.321,42.86710108828896,28.226596803223845,66.73151750972765,70.1569126969738,-6.2347852403226085,1.101085057417432,-7.3358702977400405,19.059671728792207,-16185887.582743738,3.5466269841269833,1.4299999999999997
2005-03-30,41.99,42.8,41.821,42.8,14105700.0,0.0251497005988023,1,42.505,42.854900890418236,31.895781822609898,68.25637788732733,68.96916011721981,-5.827198544831845,1.2069374023265578,-7.034135947158402,37.352933006671726,-11681469.30726691,4.492187499999991,1.8399999999999963
2005-03-31,42.45,42.52,41.59,41.67,22719100.0,-0.0264018691588784,0,42.554,42.639464364887644,30.111698422007894,60.366434868629874,65.11811008856162,-5.531599868366634,1.2020288630334157,-6.733628731400049,-10.702373378062829,-14761940.232132217,1.1898980087421127,0.490000000000002
2005-04-01,42.09,42.18,40.57,40.89,22903000.0,-0.0187185025197984,0,42.418,42.32137993490807,28.90964039560269,51.69216097947378,60.10499124514367,-5.299189510812788,1.14755137646981,-6.446740887282598,-82.31884854984177,-19070634.36408683,-3.2189349112426022,-1.3599999999999994
2005-04-04,40.99,41.31,40.16,41.09,20714800.0,0.0048911714355588,1,42.23100000000001,42.09749267401569,29.684744110587808,34.50352413813447,48.85403999541271,-5.0407575838311445,1.1247866427611628,-6.165544226592307,-127.14993761661133,-15030316.94228169,-4.352886405959025,-1.8699999999999974
2005-04-05,41.22,42.24,41.09,41.89,19865700.0,0.019469457288878,1,42.05,42.059766733285564,32.83909721434675,33.53426327327069,39.909982796959646,-4.717020232676504,1.1588191951326436,-5.875839427809147,-53.76557083539678,-9537669.93505127,-4.141876430205954,-1.8100000000000023
2005-04-06,42.4,42.81,42.15,42.33,14815200.0,0.0105037001671042,1,42.0,42.108900054506364,34.57744090966739,42.25721784776911,36.765001753058094,-4.374524926413734,1.2010516011163306,-5.575576527530065,13.349979490977766,-8566311.289237538,-1.167406023815083,-0.5
2005-04-07,42.33,43.75,42.25,43.56,18106700.0,0.0290574060949682,1,42.101,42.37273640823248,39.30673923731791,63.8670166229222,46.55283258132067,-3.958216353969526,1.2938881388484313,-5.252104492817957,88.72460721084073,-3088468.7563224304,2.373678025851951,1.0100000000000051
2005-04-08,43.7,44.45,43.54,43.74,23212500.0,0.0041322314049587,1,42.225,42.621329788553844,39.99040207970918,76.54803639055612,60.890756953749154,-3.5725818159694285,1.3436181414788226,-4.916199957448251,148.8392598865925,-4706055.245778921,2.917647058823534,1.240000000000002
2005-04-11,44.22,44.25,41.91,41.92,29345100.0,-0.0416095107453132,0,42.164,42.49381528154405,35.62127629641098,71.23812320662721,70.55105874003517,-3.3749184962716896,1.233025168941249,-4.607943665212939,32.4228199866953,-14197245.16259528,-1.4342816835175156,-0.6099999999999994
2005-04-12,42.49,43.19,42.01,42.66,35037900.0,0.017652671755725,1,42.255,42.52403068489968,38.56049240165927,60.91686091686091,69.56767350468141,-3.122562123331626,1.1883052335050506,-4.310867356836677,29.92041294982412,-15655608.118406676,2.179640718562866,0.9099999999999966
2005-04-13,42.95,42.99,40.39,41.04,48998100.0,-0.0379746835443037,0,42.079,42.25420692400883,34.81332855672858,39.93783993783995,57.364274687109365,-3.018493032015826,1.0338994598566806,-4.0523924918725065,-84.69299520288196,-22624126.31683798,-4.112149532710276,-1.759999999999998
2005-04-14,38.81,39.98,36.84,37.26,98328300.0,-0.0921052631578948,0,41.638,41.346169301461764,27.980796807909368,28.102310888119003,42.98567058093996,-3.2040970997083917,0.6786363137312921,-3.882733413439684,-284.12545723172263,-46334844.918718815,-10.583153347732189,-4.410000000000004
2005-04-15,36.62,37.25,35.28,35.35,61717400.0,-0.05126140633387,0,41.084,40.25595670119599,25.2808566053162,8.931744389308255,25.657298405089076,-3.4653641373625916,0.333895420861674,-3.7992595582242656,-261.8645328882034,-70064232.22447781,-13.548544876497917,-5.539999999999999
2005-04-18,35.03,36.3,34.0,35.62,47399200.0,0.0076379066478076,1,40.53699999999999,39.413055482796715,26.362559110067625,7.261601666533932,14.765218981320402,-3.6090307436459383,0.1521830516626621,-3.7612137953086004,-192.07677425736594,-67238463.70662433,-13.312241421270395,-5.470000000000006
2005-04-19,36.6,37.44,35.87,37.09,38630100.0,0.0412689500280742,1,40.057,38.99068175865185,32.12399187300393,15.278376371184732,10.490574142342311,-3.5631965378149886,0.15841380599488986,-3.7216103438098784,-108.71274348744399,-53158724.44211735,-11.458582000477435,-4.799999999999997
2005-04-20,37.66,37.74,35.44,35.51,33754700.0,-0.0425990833108655,0,39.375,38.35783052980606,29.456306900041625,19.84051036682615,14.12682946818161,-3.6127202051803096,0.08711211090365545,-3.699832316083965,-99.23712460583357,-52652604.45774911,-16.111504842901017,-6.82
2005-04-21,36.4,37.19,35.9,37.14,27128300.0,0.0459025626584062,1,38.733,38.13640679711404,35.41501107855619,24.68899521531101,19.935960651107305,-3.480321708612621,0.17560848597707546,-3.6559301945896965,-72.37674830706929,-39696349.64733659,-14.738292011019288,-6.420000000000002
2005-04-22,36.8,37.0,34.9,35.5,29968900.0,-0.0441572428648358,0,37.909,37.657060106729666,32.445474431987286,19.617224880382768,21.382243487506646,-3.4677551177563117,0.15054006146670806,-3.61829517922302,-79.83945662241415,-34873972.71150088,-18.838591678097856,-8.240000000000002
2005-04-25,36.49,37.02,36.11,36.98,26659300.0,0.0416901408450702,1,37.415,37.53395826914245,37.53568599060732,24.30622009569377,22.870813397129186,-3.3003282432363434,0.25437354878934126,-3.5547017920256847,-52.75483618596353,-21994031.131110042,-11.784351145038178,-4.940000000000005
2005-04-26,36.78,37.51,36.12,36.19,28946700.0,-0.0213628988642509,0,36.768,37.289602220207456,35.977351671897985,21.27591706539073,21.733120680489094,-3.1945627062963524,0.28811126858346636,-3.482673974879819,-48.572322615974336,-23008162.893203735,-15.16643225503985,-6.469999999999999
2005-04-27,35.89,36.36,35.51,35.95,21924600.0,-0.0066316662061342,0,36.259,37.04603818016974,35.495231695124005,22.71132376395533,22.764486975013284,-3.0944379955166283,0.3105887834905525,-3.405026779007181,-58.96828565092017,-21085171.72002566,-12.40253411306042,-5.089999999999996
2005-04-28,36.29,36.34,35.24,35.54,20539500.0,-0.0114047287899862,0,36.087,36.77221305650251,34.64119582915468,18.21387170809507,20.73370417914705,-3.0134350113385935,0.3132734141348701,-3.3267084254734636,-62.04520823656908,-21352248.56306213,-4.61621041331186,-1.7199999999999989
2005-04-29,36.15,36.23,35.22,36.06,23986800.0,0.0146314012380417,1,36.158,36.64271977350205,36.720756257757635,18.70011551030018,19.875103660783534,-2.8741485136339904,0.3620479294715784,-3.2361964431055688,-55.9677347870408,-14457473.333800793,2.008486562942011,0.7100000000000009
2005-05-02,36.21,36.65,36.02,36.43,16640000.0,0.0102606766500277,1,36.239000000000004,36.60404345104713,38.226844091968374,21.49003093999079,19.46800605279535,-2.702751416986416,0.42675602089532205,-3.1295074378817382,-22.908391416223417,-8725800.032898873,2.2740033688938865,0.8100000000000023
2005-05-03,36.4,36.74,36.03,36.21,17740700.0,-0.0060389788635739,0,36.150999999999996,36.53239918722038,37.652999570614426,28.800741438400134,22.9969626295637,-2.5552152140062674,0.45943377910037686,-3.0146489931066442,2.1589793915617403,-8370402.245480269,-2.3726071717444124,-0.8800000000000026
2005-05-04,36.11,37.2,36.1,37.15,16006300.0,0.0259596796465064,1,36.315,36.6446902440894,41.681314162421444,49.403718013341084,33.231496797244006,-2.3355191551015295,0.5433038704040918,-2.8788230255056213,98.79128362274483,-2834145.0952530503,4.618417347226135,1.6400000000000006
2005-05-05,37.25,37.27,36.47,36.68,13834500.0,-0.0126514131897711,0,36.269,36.65111019970951,40.27994869331946,64.27962489343561,47.494694781725606,-2.1742698878103326,0.5636425101562308,-2.7379123979665634,84.23683198769719,-2402559.093318939,-1.2385568120624686,-0.46000000000000085
2005-05-06,36.89,37.33,36.79,37.24,11651700.0,0.0152671755725191,1,36.443,36.75818107248959,42.74975126730975,79.42557304611982,64.36963865096551,-1.978484622692612,0.6075422202191616,-2.5860268429117736,122.16037930323797,463986.00686490536,4.901408450704231,1.740000000000002
2005-05-09,37.24,37.45,36.75,36.97,12703400.0,-0.0072502685284641,0,36.442,36.79669360476421,41.85106318479819,75.64648138384672,73.11722644113405,-1.8240832369429185,0.6095548847750845,-2.433638121718003,103.10901219992098,93172.09267964959,-0.027041644131957844,-0.00999999999999801
2005-05-10,36.67,37.25,36.33,36.42,15723700.0,-0.0148769272383012,0,36.464999999999996,36.72820385844344,40.00611010849459,71.17307934452182,75.41504459149613,-1.7262008607920976,0.5659498087407244,-2.292150669532822,33.678199909543004,-4091143.216608107,0.6355346780878807,0.23000000000000398
2005-05-11,35.24,35.67,33.11,35.61,72927900.0,-0.0222405271828666,0,36.431,36.52489406599918,37.391771235863864,62.64768455152139,69.82241509329666,-1.694455969382851,0.47815576011997685,-2.1726117295028278,-201.19103588779276,16685642.304397613,-0.9457579972183683,-0.3400000000000034
2005-05-12,35.42,35.59,34.0,34.13,34651500.0,-0.0415613591687726,0,36.29,36.08945878127205,33.131493192806126,46.07918263090685,59.96664884231669,-1.768337254240187,0.32341958021011274,-2.0917568344502997,-179.1952823104961,14445790.768594518,-3.967360720315128,-1.4099999999999966
2005-05-13,34.2,35.23,34.07,34.77,25096900.0,0.0187518312335188,1,36.161,35.84955718467713,36.50074505741093,39.24242424242431,49.323097141617524,-1.7550153292225446,0.26939320418220447,-2.024408533404749,-130.52761434807385,13868381.183291942,-3.577371048252909,-1.2899999999999991
2005-05-16,34.56,35.71,34.53,35.55,16939100.0,0.0224331320103536,1,36.07299999999999,35.79509224200856,40.43958964383095,39.04342968859101,41.455012187307396,-1.6623555266677315,0.28964240538961405,-1.9519979320573455,-66.19446233097196,16299502.62441349,-2.415591545429598,-0.8800000000000026
2005-05-17,35.14,35.46,34.54,35.36,21012300.0,-0.0053445850914204,0,35.988,35.71598456164336,39.792088366129846,48.59726295210166,42.29437229437233,-1.5859712878949566,0.29282131532991107,-1.8787926032248676,-68.41686555290397,21044591.196724027,-2.3474178403755905,-0.8500000000000014
2005-05-18,35.5,37.56,34.99,35.84,22740100.0,0.0135746606334843,1,35.857000000000006,35.73853282316275,42.30537246492245,56.47094357859125,48.03721207309465,-1.4697617414160504,0.32722468944705385,-1.7969864308631043,13.548387096774068,18623252.16110997,-3.5262449528936615,-1.3099999999999952
2005-05-19,35.8,37.68,35.78,37.55,28327200.0,0.0477120535714283,1,35.944,36.06789049167861,50.26969278066841,70.11566454314,58.39462369127764,-1.2255546979762642,0.4571453863094723,-1.6827000842857365,76.23450476619092,23719496.186918065,2.371864776444922,0.8699999999999974
2005-05-20,37.25,37.65,37.19,37.55,16166100.0,0.0,0,35.975,36.33736494773704,50.26969278066841,85.21967890246599,70.60209567473241,-1.0202579579824018,0.5299537010426678,-1.5502116590250696,100.0868720936172,26555347.548072204,0.832438238453263,0.30999999999999517
2005-05-23,37.85,39.9,37.85,39.76,37234800.0,0.058854860186418,1,36.254,36.95966222996667,58.79530505160839,97.41628881018441,84.25054408526347,-0.6714897661583521,0.7029775142933741,-1.3744672804517262,178.0988999252373,35530595.98856438,7.546659453611033,2.789999999999999
2005-05-24,39.45,39.99,39.03,39.7,21195000.0,-0.0015090543259556,0,36.58200000000001,37.45790546088182,58.50206768433172,96.95946303371845,93.19847691545628,-0.3953723535764553,0.7832759415002168,-1.1786482950766721,164.8531092189173,38641680.374350734,9.006040637012633,3.280000000000001
2005-05-25,39.5,39.95,39.32,39.78,14143100.0,0.0020151133501258,1,36.999,37.880104467994215,58.797139312823994,96.89023415647728,97.08866200012672,-0.168153613193752,0.8083957455063362,-0.9765493587000882,138.70118227153046,38472980.82137279,11.710193765796129,4.170000000000002
2005-05-26,40.025,40.94,38.8,40.74,18768600.0,0.0241327300150828,1,37.660000000000004,38.40008547381345,62.26463171312054,96.72609324106253,96.85859681041943,0.08836424452140079,0.8519308825771913,-0.7635666380557905,130.85556041393363,39762021.532803774,19.367125695868737,6.609999999999999
2005-05-27,40.64,40.79,40.01,40.56,11286000.0,-0.0044182621502208,0,38.239,38.792797205847364,61.22423853499901,96.51342233706578,96.70991657820186,0.27397379977377057,0.8300323502636489,-0.5560585504898783,114.06110416294456,38147857.908274174,16.652286453839512,5.789999999999999
2005-05-31,40.66,40.74,39.58,39.7593,14435900.0,-0.019741124260355,0,38.65993,38.96852498660239,56.68671036945818,92.50446998722866,95.24799518845232,0.35239867867777264,0.7267657833341208,-0.3743671046563481,83.49971352136896,30846235.24341197,11.840506329113943,4.209300000000006
2005-06-01,39.89,40.76,39.86,40.3,16207600.0,0.0135993339922984,1,39.15393,39.21061135267468,58.90179353001925,90.28192878691408,93.09994037040285,0.45295949629569066,0.6618612807616311,-0.20890178446594038,79.36188984234894,24940405.39373891,13.97058823529411,4.939999999999998
2005-06-02,40.05,40.32,39.6,40.04,13356200.0,-0.0064516129032257,0,39.57393,39.36140928855201,57.38213084631654,87.53282622352651,90.10640833255643,0.5058437893433947,0.571796459047468,-0.06595266970407336,60.61713474021547,21201452.288128696,11.718749999999986,4.199999999999996
2005-06-03,38.16,38.58,37.77,38.24,34173900.0,-0.0449550449550448,0,39.64293,39.157516690633464,48.12505611774459,78.51865881136386,85.44447127393482,0.39792300709480344,0.37110054143910143,0.026822465655701996,-10.847914061197619,19489607.62782205,1.8375499334221168,0.6900000000000048
2005-06-06,38.33,38.63,37.56,37.92,28998800.0,-0.0083682008368201,0,39.67993,38.93251365597283,46.68320660740029,65.86345948379424,77.30498150622822,0.28330788701862275,0.2051883370903366,0.07811954992828615,-29.20491682630732,13999383.141743418,0.9853528628495462,0.37000000000000455
2005-06-07,37.6,37.73,36.45,36.54,26616600.0,-0.0363924050632912,0,39.35793,38.49751117306868,40.98097603212942,45.58041176689087,63.320843354016326,0.08019566602425243,0.0016608928767730124,0.07853477314747942,-97.58381692722013,3202734.4584163018,-8.098591549295772,-3.219999999999999
2005-06-08,36.63,37.25,36.57,36.92,14428800.0,0.0103995621237,1,39.079930000000004,38.21069095978346,43.04403894950923,33.65198114129374,48.365284130659624,-0.04953836086335883,-0.10245850720867061,0.052920146345311773,-105.36328479387835,-1370205.1676135808,-7.00251889168766,-2.780000000000001
2005-06-09,37.0,37.94,36.8188,37.65,13937700.0,0.0197724810400865,1,38.86693,38.10874714891374,46.88517880882586,24.95650044344664,34.729631117210424,-0.09238367126403801,-0.11624305408747984,0.02385938282344182,-79.3573914471122,-975761.2451314367,-5.354449472096537,-2.1300000000000026
2005-06-10,37.4,37.4,35.52,35.81,24247600.0,-0.0488711819389109,0,38.37393,37.69079312183851,39.630331342225375,18.05654488926925,25.55500882466988,-0.2716797558085702,-0.2364313109056096,-0.035248444902960585,-132.26406873508833,-6060633.260361318,-12.10112911143839,-4.93
2005-06-13,35.89,36.61,35.82,35.9,15563300.0,0.0025132644512704,1,37.90793,37.36519437241333,40.11841622561001,13.029227174231602,18.680757502315835,-0.4018783433484856,-0.29330391875642003,-0.1085744245920656,-113.31063359615767,-11538872.18308369,-11.489151873767266,-4.660000000000004
2005-06-14,36.01,36.15,35.75,36.0,12423100.0,0.0027855153203342,1,37.532,37.11697721379272,40.69217682683391,7.0725707257072115,12.719447596402693,-0.4913287655709482,-0.30620347278310606,-0.18512529278784212,-102.52275839654209,-11742780.407553464,-9.45514634311973,-3.759300000000003
2005-06-15,36.87,37.3,36.3,37.13,20119400.0,0.0313888888888889,1,37.214999999999996,37.119344993103134,46.88537134987107,15.19065190651903,11.764149935485952,-0.46566936684983773,-0.22443525924959645,-0.24123410760024128,-54.27673261014564,-6533597.9168770835,-7.866004962779143,-3.1699999999999946
2005-06-16,37.19,38.08,36.82,37.98,19559800.0,0.0228925397252892,1,37.009,37.27582772162983,51.02799770487936,28.4134008323005,16.89220782150892,-0.3724528081156393,-0.10497496041231841,-0.2674778477033209,-15.580118939680919,1427098.7712469772,-5.144855144855151,-2.0600000000000023
2005-06-17,38.48,38.54,37.83,38.31,21290200.0,0.0086887835703002,1,37.016000000000005,37.46385904496986,52.574509177466716,43.20946291505876,28.937838551292767,-0.2688506289579067,-0.0010982250036686292,-0.26775240395423805,25.718004149592655,6939276.8494763,0.18305439330544007,0.07000000000000028
2005-06-20,37.85,38.09,37.45,37.61,11561300.0,-0.0182719916470895,0,36.985,37.49043012770261,49.036997066434765,46.60302929347063,39.40863101360997,-0.24045746148151892,0.021835953978175338,-0.26229341545969426,6.95813856044829,6724117.71334495,-0.8175105485232127,-0.3100000000000023
2005-06-21,37.7,38.19,37.38,37.86,13233100.0,0.0066471683063014,1,37.117,37.5576246499385,50.322603934561265,47.29325699745545,45.70191640199494,-0.19552882643328928,0.053411671221123974,-0.24894049765441326,31.22611650020798,6804542.75273801,3.612479474548441,1.3200000000000003
2005-06-22,38.26,38.6,38.14,38.55,15175900.0,0.0182250396196512,1,37.28,37.73805653176786,53.78762016536701,62.02104963877494,51.972445309900344,-0.10305734511135256,0.11670652203444856,-0.21976386714580112,105.03130245928509,9997828.160896767,4.414951245937149,1.6299999999999955
2005-06-23,38.83,39.78,38.65,38.89,24080500.0,0.0088197146562907,1,37.403999999999996,37.947500798719155,55.43705383290236,75.09521131792535,61.46983931805192,-0.002311229031647599,0.17396211049132285,-0.17627333952297045,151.1988518646411,5987946.662801314,3.2934926958831396,1.240000000000002
2005-06-24,39.09,39.12,37.68,37.76,14668200.0,-0.0290563126767807,0,37.599000000000004,37.91340974440658,49.15722138028712,76.37259785939638,71.1629529386989,-0.013495198154025445,0.130222513095156,-0.14371771124918145,68.35044475480771,-345400.01031059027,5.445406311086277,1.9499999999999957
2005-06-27,36.84,38.1,36.68,37.1,21434700.0,-0.0174788135593219,0,37.719,37.76551706360538,45.88762832427813,56.25978090766819,69.24253002832997,-0.07475334834217051,0.05517149032560875,-0.12992483866777926,-12.343381852372172,-5690602.201510586,3.3426183844011224,1.2000000000000028
2005-06-28,37.49,37.59,37.17,37.31,12510700.0,0.0056603773584906,1,37.85,37.68269577931349,47.09343038566955,43.89671361502344,58.84303079402934,-0.10514359879336865,0.019824991899528493,-0.12496859069289715,-9.958634026145232,-8686840.776561134,3.638888888888895,1.3100000000000023
2005-06-29,37.23,37.29,36.12,36.37,16012800.0,-0.0251943178772448,0,37.774,37.44402381943831,42.52547485757443,33.020344287949875,44.392279603547166,-0.20274116141133192,-0.0622180565747478,-0.14052310483658412,-70.6804640953277,-12040501.102051787,-2.046862375437665,-0.7600000000000051
2005-06-30,36.61,37.16,36.31,36.81,14942500.0,0.0120978828704978,1,37.657,37.328746761358616,45.20473026549875,29.424853504817133,35.447303802596814,-0.2417963325631689,-0.08101858218126784,-0.16077775038190106,-62.315974511096954,-11478844.66443225,-3.0805687203791328,-1.1699999999999946
2005-07-01,36.83,36.97,36.29,36.5,8928600.0,-0.0084216245585438,0,37.476,37.17806553202068,43.66046885142374,21.62206766931889,28.0224218206953,-0.29436894434807925,-0.10687295517294254,-0.1874959891751367,-85.4836849994232,-11291778.211099364,-4.724614983033156,-1.8100000000000023
2005-07-05,36.6,38.15,36.5,37.98,16223900.0,0.0405479452054793,1,37.513,37.32387179892601,52.07753584729095,31.910941165303928,27.65262077981332,-0.21414100264852465,-0.021316010778710343,-0.1928249918698143,-4.466501240694954,-6090291.4913026765,0.9837809093326175,0.36999999999999744
2005-07-06,37.78,38.16,37.2,37.39,14093800.0,-0.0155344918378093,0,37.466,37.335895108212185,48.93865680471475,34.70984917309613,29.414286002572982,-0.1959095269278066,-0.0024676280463938327,-0.19344189888141278,-5.891193267206812,-6118067.205206826,-1.2414157422081322,-0.46999999999999886
2005-07-07,36.81,37.76,36.8,37.63,13704400.0,0.0064188285637871,1,37.374,37.389368724900876,50.25219289256596,42.2586520947177,36.29314747770592,-0.16024772085684447,0.02655534241965468,-0.18680306327649915,-26.670849017147926,-2393717.448300317,-2.3865110246433066,-0.9199999999999946
2005-07-08,37.87,38.28,37.47,38.25,10383400.0,0.0164762157852775,1,37.31,37.54584713855526,53.57472645440114,44.71766848816034,40.56205658532472,-0.08102268509347965,0.08462430254641559,-0.16564698763989524,51.255737420975265,2406573.348225765,-1.6456672666495258,-0.6400000000000006
2005-07-11,38.37,38.65,37.78,38.1,13885300.0,-0.0039215686274509,0,37.34400000000001,37.64660220427248,52.65840596834312,51.18397085610206,46.05343047966003,-0.029994264651030278,0.10852217839109196,-0.13851644304212224,64.90909090909088,2983559.04889901,0.9004237288135684,0.3400000000000034
2005-07-12,38.23,38.4,37.91,38.24,13822800.0,0.0036745406824147,1,37.458000000000006,37.754492712586575,53.45851492268182,56.73952641165761,50.88038858530667,0.02149517318451899,0.12800929298131297,-0.106514119796794,59.31248562888049,4474259.519404396,3.0727762803234517,1.1400000000000006
