date,open,high,low,close,volume,return,target,willr,sma,ema,wma,tema,kama,rsi,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,mom,roc,STOCHk_14_3_3,STOCHd_14_3_3,atr,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,DCL_20_20,DCM_20_20,DCU_20_20,obv,adosc,cmf
2005-02-22,86.3,88.3,85.29,85.29,21773100.0,-0.01750950351342,0,-39.310829817158854,84.229,84.39992783559121,85.80890909090908,87.90783431820967,83.04816138699809,66.2246391371927,5.273722704474324,0.22890684806155104,5.0448158564127725,6.3500000000000085,8.044084114517366,71.15793792054014,82.54381463301185,2.7344642827202956,69.43722006577764,80.143,90.84877993422236,26.716693745485856,0.7403841677871118,70.94,80.91,90.88,321819800.0,11666220.31887076,0.2671103375301264
2005-02-23,86.69,88.45,85.55,88.23,24021100.0,0.0344706296166021,1,-18.635724331926806,84.962,85.09630459275645,86.53636363636363,88.47893520414007,83.41020276133254,70.51800049420801,5.251323011157339,0.16520572379565301,5.086117287361686,7.329999999999998,9.060568603213841,71.19730246312531,75.49513562062572,2.7675202350565464,70.37011056568826,80.952,91.53388943431173,26.143614572368154,0.8438894370036186,71.22,81.05,90.88,345840900.0,12130439.228030361,0.30684661383854894
2005-02-24,88.48,89.31,87.73,88.93,27125500.0,0.007933809361895,1,-13.713080168776292,85.98100000000001,85.79334012134619,87.25781818181818,89.08485910024903,84.1333108386698,71.44859466504415,5.2297697128473715,0.1149219403885482,5.114847772458823,10.190000000000012,12.94132588265178,76.11345522737933,72.82289853701492,2.6758458888705388,71.45261255928153,81.786,92.11938744071847,25.269330791867723,0.8456756093287107,71.55,81.215,90.88,372966400.0,15696876.941714846,0.31966308213472566
2005-02-25,89.62,89.91,88.19,88.99,16348400.0,0.0006746879568197,1,-13.291139240506332,87.04400000000001,86.37455100837414,87.80490909090909,89.42765747394593,84.83341467653196,71.53154253211214,5.158071035107682,0.034578610119086584,5.123492424988595,10.629999999999995,13.565594691168958,84.78668541959685,77.36581437003383,2.602479660936231,72.716370436775,82.6035,92.490629563225,23.938766670237953,0.8229703807945669,72.44,81.66,90.88,389314800.0,15365971.633267075,0.29855951595513336
2005-02-28,44.68,45.14,43.96,44.86,11635900.0,-0.4958984155523092,0,-98.08184143222508,83.40899999999999,78.82645082503338,80.13509090909092,69.6123007935641,77.78541840118687,21.668668072316155,1.5227735407520129,-2.880575107389266,4.403348648141279,-36.349999999999994,-44.76049747568033,58.30464638616409,73.0682623443801,5.841761526758321,62.19184134618378,81.14750000000001,100.10315865381624,46.71902068163832,-0.45716800620627507,43.96,67.42,90.88,377678900.0,15778987.756910175,0.280641001454694
2005-03-01,44.99,45.11,44.16,44.5,16721000.0,-0.0080249665626392,0,-98.84910485933503,79.396,72.58527794775458,73.06072727272728,56.285094326670205,70.20028633615786,21.536777516433638,-1.3714655051477678,-4.619851322631237,3.248385817483469,-40.129999999999995,-47.41817322462484,29.925971489311184,57.672434431690704,5.470110905121967,54.7521292661442,79.5275,104.3028707338558,62.30642415228895,-0.2069016317914178,43.96,67.42,90.88,360957900.0,13001405.035332173,0.24698318308236866
2005-03-02,44.25,44.89,44.08,44.121,16362900.0,-0.0085168539325841,0,-99.65686274509804,74.9671,67.40995468452647,66.6470909090909,47.56219943091,62.36096820144649,21.389173937985344,-3.653636090908009,-5.521617526713182,1.8679814358051738,-44.288999999999994,-50.095011876484556,1.137396987780619,29.789338287751963,5.117662207621323,48.65801869089663,77.85705,107.05608130910338,75.00677538926371,-0.07769125357049303,43.96,67.42,90.88,344595000.0,6003863.363191828,0.1900912803834898
2005-03-03,44.34,44.41,41.22,41.79,50416200.0,-0.0528319847691576,0,-98.85219492549335,70.1331,62.75178110552166,60.61489090909092,41.18476009323953,55.27947509060808,20.460383610859342,-5.585973318031748,-5.963163803069537,0.3771904850377894,-48.339999999999996,-53.63364029734828,0.8806124900245232,10.647993655705442,4.972481356866068,42.83194688257377,75.96504999999999,109.09815311742622,87.23249209320927,-0.015723653756200096,41.22,66.05,90.88,294178800.0,-7713385.705835141,0.07055380402001282
2005-03-04,42.76,43.01,41.85,42.81,27022100.0,0.0244077530509692,1,-96.7982279500604,65.63309999999998,59.12600272269953,55.64705454545455,37.963870706186064,51.337524857238776,22.05535370290789,-6.954887404034338,-5.865662311257702,-1.089225092776636,-45.0,-51.247010591048856,1.5642381264494019,1.1940825347515147,4.690959191026365,38.094097324440625,74.21504999999999,110.33600267555936,97.34131466746804,0.06527932302779922,41.22,66.05,90.88,321200900.0,-6990637.01630155,0.12345230620762
2005-03-07,42.8,43.25,42.35,42.75,16094000.0,-0.0014015416958654,0,-96.91904953685058,61.22709999999999,56.14854768220871,51.48649090909091,36.382107628109715,48.640454759705364,22.02737242735006,-7.952926788748208,-5.490961356777257,-2.4619654319709507,-44.06,-50.754521368505934,2.4768425291985534,1.640564381890826,4.40756891288746,33.86927105144927,72.41055,110.95182894855074,106.45210939165837,0.11521061561560703,41.22,66.05,90.88,305106900.0,-6628434.439808339,0.09867600821093418
2005-03-08,41.9,42.16,40.1,40.53,36480400.0,-0.0519298245614034,0,-99.15320992516739,56.75110000000001,53.30881173998894,47.72338181818182,34.89205810020337,46.080727923416475,20.967423462041673,-8.821328850404399,-5.087490734746758,-3.7338381156576403,-44.760000000000005,-52.479774885684144,2.376504195973875,2.13919495054061,4.276618679511679,29.68044264842161,70.49005,111.29965735157839,115.7882774989616,0.13292896030717094,40.1,65.49,90.88,268626500.0,-12639267.942451835,0.03837985401674106
2005-03-09,39.61,40.28,38.83,39.35,47230900.0,-0.0291142363681223,0,-99.00096061479347,51.86310000000001,50.77084596908186,44.55954545454546,33.89289396561741,43.44489994966062,20.405366443763352,-9.495303926056359,-4.6091726483189746,-4.886131277737384,-48.88,-55.4006573727757,1.642259974396189,2.165202233189539,4.085233012834684,25.746085907108487,68.41255,111.0790140928915,124.73285703541676,0.15942162518170813,38.83,64.85499999999999,90.88,221395600.0,-18198521.33356111,-0.00934390712439382
2005-03-10,39.59,40.26,39.1,39.83,27753900.0,0.0121982210927571,1,-98.0422866092404,46.95309999999999,48.78160124743061,42.37170909090909,33.93043557078923,42.00700235569801,21.329198014603463,-9.876847886455394,-3.992573286974408,-5.884274599480986,-49.10000000000001,-55.21196446643428,1.267847616932914,1.7622039291009923,3.8685703567530774,22.338278598679516,66.46705,110.59582140132048,132.78390240373383,0.19818953537416037,38.83,64.85499999999999,90.88,249149500.0,-16534526.267311871,0.031940282865773245
2005-03-11,40.21,40.59,39.8,40.27,22601100.0,0.011046949535526,1,-97.18089271730618,42.081100000000006,47.2340373842614,41.1566,34.59171885403555,41.33444474687219,22.220389236172743,-10.02812195358905,-3.3150778832864507,-6.713044070302599,-48.71999999999999,-54.74772446342285,1.9252866862199849,1.6117980925163626,3.6411504800948733,19.37617353330375,64.56255,109.74892646669625,139.97705005981408,0.2311960827628616,38.83,64.85499999999999,90.88,271750600.0,-12985233.32005148,0.028853830687812027
2005-03-14,40.52,40.79,39.52,40.32,21620900.0,0.0012416190712689,1,-97.0830070477682,41.6271,45.976939678032046,40.836400000000005,35.43308107915073,41.18378140205323,22.328066361034384,-10.028372325803865,-2.6522626044010122,-7.376109721402853,-4.539999999999999,-10.120374498439588,2.564604541895071,1.9192462816826568,3.46641599764043,16.832150370136063,62.518049999999995,108.20394962986393,146.1526699244904,0.2570579743439091,38.83,64.85499999999999,90.88,293371500.0,-8565219.360849015,0.014611053106970522
2005-03-15,40.64,41.14,40.25,40.96,18164600.0,0.0158730158730158,1,-95.83007047768206,41.2731,45.06476882748076,40.715109090909095,36.600329766982576,41.162725269710975,23.782543139599717,-9.863230910008596,-1.9896969508845945,-7.873533959124002,-3.539999999999999,-7.955056179775278,3.3020099190811862,2.5973003823987475,3.27698385704822,14.91106517782896,60.33455,105.75803482217104,150.57205141057997,0.2867342182590166,38.83,64.85499999999999,90.88,311536100.0,-2536564.1884525344,-0.0030288365895635807
